ValoresRms,Tempo
0.067,12/05/2020 19:23:12.802
0.063,12/05/2020 19:23:13.302
0.056,12/05/2020 19:23:13.802
0.061,12/05/2020 19:23:14.302
0.061,12/05/2020 19:23:14.802
0.057,12/05/2020 19:23:15.302
0.058,12/05/2020 19:23:15.802
0.060,12/05/2020 19:23:16.302
0.065,12/05/2020 19:23:16.802
0.067,12/05/2020 19:23:17.302
0.063,12/05/2020 19:23:17.802
0.058,12/05/2020 19:23:18.302
0.052,12/05/2020 19:23:18.802
0.059,12/05/2020 19:23:19.302
0.054,12/05/2020 19:23:19.802
0.058,12/05/2020 19:23:20.302
0.056,12/05/2020 19:23:20.802
0.057,12/05/2020 19:23:21.302
0.078,12/05/2020 19:23:21.802
0.057,12/05/2020 19:23:22.302
0.065,12/05/2020 19:23:22.802
0.056,12/05/2020 19:23:23.302
0.054,12/05/2020 19:23:23.802
0.052,12/05/2020 19:23:24.302
0.058,12/05/2020 19:23:24.802
0.063,12/05/2020 19:23:25.302
0.072,12/05/2020 19:23:25.802
0.057,12/05/2020 19:23:26.302
0.067,12/05/2020 19:23:26.802
0.061,12/05/2020 19:23:27.302
0.053,12/05/2020 19:23:27.802
0.059,12/05/2020 19:23:28.302
0.072,12/05/2020 19:23:28.802
0.057,12/05/2020 19:23:29.302
0.062,12/05/2020 19:23:29.802
0.071,12/05/2020 19:23:30.302
0.062,12/05/2020 19:23:30.802
0.060,12/05/2020 19:23:31.302
0.059,12/05/2020 19:23:31.802
0.061,12/05/2020 19:23:32.302
0.059,12/05/2020 19:23:32.802
0.062,12/05/2020 19:23:33.302
0.058,12/05/2020 19:23:33.802
0.088,12/05/2020 19:23:34.302
0.071,12/05/2020 19:23:34.802
0.070,12/05/2020 19:23:35.302
0.057,12/05/2020 19:23:35.802
0.058,12/05/2020 19:23:36.302
0.060,12/05/2020 19:23:36.802
0.061,12/05/2020 19:23:37.302
0.068,12/05/2020 19:23:37.802
0.066,12/05/2020 19:23:38.302
0.061,12/05/2020 19:23:38.802
0.060,12/05/2020 19:23:39.302
0.054,12/05/2020 19:23:39.802
0.063,12/05/2020 19:23:40.302
0.055,12/05/2020 19:23:40.802
0.058,12/05/2020 19:23:41.302
0.063,12/05/2020 19:23:41.802
0.060,12/05/2020 19:23:42.302
0.066,12/05/2020 19:23:42.802
0.069,12/05/2020 19:23:43.302
0.064,12/05/2020 19:23:43.802
0.058,12/05/2020 19:23:44.302
0.058,12/05/2020 19:23:44.802
0.056,12/05/2020 19:23:45.302
0.062,12/05/2020 19:23:45.802
0.060,12/05/2020 19:23:46.302
0.065,12/05/2020 19:23:46.802
0.055,12/05/2020 19:23:47.302
0.053,12/05/2020 19:23:47.802
0.073,12/05/2020 19:23:48.302
0.068,12/05/2020 19:23:48.802
0.061,12/05/2020 19:23:49.302
0.070,12/05/2020 19:23:49.802
0.057,12/05/2020 19:23:50.302
0.061,12/05/2020 19:23:50.802
0.061,12/05/2020 19:23:51.302
0.061,12/05/2020 19:23:51.802
0.061,12/05/2020 19:23:52.302
0.063,12/05/2020 19:23:52.802
0.076,12/05/2020 19:23:53.302
0.056,12/05/2020 19:23:53.802
0.061,12/05/2020 19:23:54.302
0.062,12/05/2020 19:23:54.802
0.056,12/05/2020 19:23:55.302
0.064,12/05/2020 19:23:55.802
0.101,12/05/2020 19:23:56.302
0.066,12/05/2020 19:23:56.802
0.056,12/05/2020 19:23:57.302
0.062,12/05/2020 19:23:57.802
0.051,12/05/2020 19:23:58.302
0.055,12/05/2020 19:23:58.802
0.055,12/05/2020 19:23:59.302
0.070,12/05/2020 19:23:59.802
0.066,12/05/2020 19:24:00.302
0.053,12/05/2020 19:24:00.802
0.061,12/05/2020 19:24:01.302
0.070,12/05/2020 19:24:01.802
0.060,12/05/2020 19:24:02.302
0.068,12/05/2020 19:24:02.802
0.056,12/05/2020 19:24:03.302
0.065,12/05/2020 19:24:03.802
0.062,12/05/2020 19:24:04.302
0.063,12/05/2020 19:24:04.802
0.059,12/05/2020 19:24:05.302
0.059,12/05/2020 19:24:05.802
0.058,12/05/2020 19:24:06.302
0.060,12/05/2020 19:24:06.802
0.065,12/05/2020 19:24:07.302
0.056,12/05/2020 19:24:07.802
0.053,12/05/2020 19:24:08.302
0.064,12/05/2020 19:24:08.802
0.052,12/05/2020 19:24:09.302
0.068,12/05/2020 19:24:09.802
0.060,12/05/2020 19:24:10.302
0.070,12/05/2020 19:24:10.802
0.059,12/05/2020 19:24:11.302
0.066,12/05/2020 19:24:11.802
0.058,12/05/2020 19:24:12.302
0.060,12/05/2020 19:24:12.802
0.056,12/05/2020 19:24:13.302
0.089,12/05/2020 19:24:13.802
0.066,12/05/2020 19:24:14.302
0.065,12/05/2020 19:24:14.802
0.067,12/05/2020 19:24:15.302
0.063,12/05/2020 19:24:15.802
0.055,12/05/2020 19:24:16.302
0.072,12/05/2020 19:24:16.802
0.069,12/05/2020 19:24:17.302
0.071,12/05/2020 19:24:17.802
0.059,12/05/2020 19:24:18.302
0.066,12/05/2020 19:24:18.802
0.060,12/05/2020 19:24:19.302
0.075,12/05/2020 19:24:19.802
0.082,12/05/2020 19:24:20.302
0.055,12/05/2020 19:24:20.802
0.065,12/05/2020 19:24:21.302
0.062,12/05/2020 19:24:21.802
0.062,12/05/2020 19:24:22.302
0.069,12/05/2020 19:24:22.802
0.057,12/05/2020 19:24:23.302
0.067,12/05/2020 19:24:23.802
0.056,12/05/2020 19:24:24.302
0.054,12/05/2020 19:24:24.802
0.054,12/05/2020 19:24:25.302
0.056,12/05/2020 19:24:25.802
0.060,12/05/2020 19:24:26.302
0.062,12/05/2020 19:24:26.802
0.058,12/05/2020 19:24:27.302
0.061,12/05/2020 19:24:27.802
0.061,12/05/2020 19:24:28.302
0.064,12/05/2020 19:24:28.802
0.070,12/05/2020 19:24:29.302
0.077,12/05/2020 19:24:29.802
0.063,12/05/2020 19:24:30.302
0.057,12/05/2020 19:24:30.802
0.052,12/05/2020 19:24:31.302
0.062,12/05/2020 19:24:31.802
0.064,12/05/2020 19:24:32.302
0.073,12/05/2020 19:24:32.802
0.068,12/05/2020 19:24:33.302
0.074,12/05/2020 19:24:33.802
0.068,12/05/2020 19:24:34.302
0.070,12/05/2020 19:24:34.802
0.064,12/05/2020 19:24:35.302
0.072,12/05/2020 19:24:35.802
0.064,12/05/2020 19:24:36.302
0.062,12/05/2020 19:24:36.802
0.062,12/05/2020 19:24:37.302
0.073,12/05/2020 19:24:37.802
0.059,12/05/2020 19:24:38.302
0.065,12/05/2020 19:24:38.802
0.063,12/05/2020 19:24:39.302
0.079,12/05/2020 19:24:39.802
0.063,12/05/2020 19:24:40.302
0.064,12/05/2020 19:24:40.802
0.067,12/05/2020 19:24:41.302
0.067,12/05/2020 19:24:41.802
0.073,12/05/2020 19:24:42.302
0.066,12/05/2020 19:24:42.802
0.053,12/05/2020 19:24:43.302
0.072,12/05/2020 19:24:43.802
0.067,12/05/2020 19:24:44.302
0.066,12/05/2020 19:24:44.802
0.064,12/05/2020 19:24:45.302
0.059,12/05/2020 19:24:45.802
0.065,12/05/2020 19:24:46.302
0.065,12/05/2020 19:24:46.802
0.055,12/05/2020 19:24:47.302
0.065,12/05/2020 19:24:47.802
0.052,12/05/2020 19:24:48.302
0.064,12/05/2020 19:24:48.802
0.063,12/05/2020 19:24:49.302
0.060,12/05/2020 19:24:49.802
0.061,12/05/2020 19:24:50.302
0.061,12/05/2020 19:24:50.802
0.062,12/05/2020 19:24:51.302
0.058,12/05/2020 19:24:51.802
0.067,12/05/2020 19:24:52.302
0.069,12/05/2020 19:24:52.802
0.068,12/05/2020 19:24:53.302
0.064,12/05/2020 19:24:53.802
0.079,12/05/2020 19:24:54.302
0.078,12/05/2020 19:24:54.802
0.079,12/05/2020 19:24:55.302
0.074,12/05/2020 19:24:55.802
0.073,12/05/2020 19:24:56.302
0.077,12/05/2020 19:24:56.802
0.082,12/05/2020 19:24:57.302
0.073,12/05/2020 19:24:57.802
0.069,12/05/2020 19:24:58.302
0.081,12/05/2020 19:24:58.802
0.075,12/05/2020 19:24:59.302
0.059,12/05/2020 19:24:59.802
0.063,12/05/2020 19:25:00.302
0.053,12/05/2020 19:25:00.802
0.051,12/05/2020 19:25:01.302
0.057,12/05/2020 19:25:01.802
0.065,12/05/2020 19:25:02.302
0.055,12/05/2020 19:25:02.802
0.063,12/05/2020 19:25:03.302
0.068,12/05/2020 19:25:03.802
0.065,12/05/2020 19:25:04.302
0.068,12/05/2020 19:25:04.802
0.074,12/05/2020 19:25:05.302
0.083,12/05/2020 19:25:05.802
0.071,12/05/2020 19:25:06.302
0.065,12/05/2020 19:25:06.802
0.061,12/05/2020 19:25:07.302
0.069,12/05/2020 19:25:07.802
0.067,12/05/2020 19:25:08.302
0.073,12/05/2020 19:25:08.802
0.062,12/05/2020 19:25:09.302
0.067,12/05/2020 19:25:09.802
0.062,12/05/2020 19:25:10.302
0.062,12/05/2020 19:25:10.802
0.063,12/05/2020 19:25:11.302
0.061,12/05/2020 19:25:11.802
0.057,12/05/2020 19:25:12.302
0.063,12/05/2020 19:25:12.802
0.067,12/05/2020 19:25:13.302
0.066,12/05/2020 19:25:13.802
0.077,12/05/2020 19:25:14.302
0.073,12/05/2020 19:25:14.802
0.075,12/05/2020 19:25:15.302
0.083,12/05/2020 19:25:15.802
0.080,12/05/2020 19:25:16.302
0.082,12/05/2020 19:25:16.802
0.077,12/05/2020 19:25:17.302
0.069,12/05/2020 19:25:17.802
0.077,12/05/2020 19:25:18.302
0.075,12/05/2020 19:25:18.802
0.073,12/05/2020 19:25:19.302
0.078,12/05/2020 19:25:19.802
0.073,12/05/2020 19:25:20.302
0.070,12/05/2020 19:25:20.802
0.064,12/05/2020 19:25:21.302
0.072,12/05/2020 19:25:21.802
0.068,12/05/2020 19:25:22.302
0.075,12/05/2020 19:25:22.802
0.068,12/05/2020 19:25:23.302
0.066,12/05/2020 19:25:23.802
0.059,12/05/2020 19:25:24.302
0.060,12/05/2020 19:25:24.802
0.065,12/05/2020 19:25:25.302
0.063,12/05/2020 19:25:25.802
0.051,12/05/2020 19:25:26.302
0.062,12/05/2020 19:25:26.802
0.060,12/05/2020 19:25:27.302
0.057,12/05/2020 19:25:27.802
0.048,12/05/2020 19:25:28.302
0.066,12/05/2020 19:25:28.802
0.061,12/05/2020 19:25:29.302
0.060,12/05/2020 19:25:29.802
0.060,12/05/2020 19:25:30.302
0.057,12/05/2020 19:25:30.802
0.064,12/05/2020 19:25:31.302
0.060,12/05/2020 19:25:31.802
0.060,12/05/2020 19:25:32.302
0.061,12/05/2020 19:25:32.802
0.063,12/05/2020 19:25:33.302
0.065,12/05/2020 19:25:33.802
0.061,12/05/2020 19:25:34.302
0.091,12/05/2020 19:25:34.802
0.064,12/05/2020 19:25:35.302
0.068,12/05/2020 19:25:35.802
0.066,12/05/2020 19:25:36.302
0.078,12/05/2020 19:25:36.802
0.083,12/05/2020 19:25:37.302
0.078,12/05/2020 19:25:37.802
0.074,12/05/2020 19:25:38.302
0.083,12/05/2020 19:25:38.802
0.081,12/05/2020 19:25:39.302
0.083,12/05/2020 19:25:39.802
0.089,12/05/2020 19:25:40.302
0.092,12/05/2020 19:25:40.802
0.086,12/05/2020 19:25:41.302
0.087,12/05/2020 19:25:41.802
0.080,12/05/2020 19:25:42.302
0.091,12/05/2020 19:25:42.802
0.094,12/05/2020 19:25:43.302
0.102,12/05/2020 19:25:43.802
0.092,12/05/2020 19:25:44.302
0.105,12/05/2020 19:25:44.802
0.089,12/05/2020 19:25:45.302
0.090,12/05/2020 19:25:45.802
0.088,12/05/2020 19:25:46.302
0.083,12/05/2020 19:25:46.802
0.075,12/05/2020 19:25:47.302
0.067,12/05/2020 19:25:47.802
0.071,12/05/2020 19:25:48.302
0.064,12/05/2020 19:25:48.802
0.066,12/05/2020 19:25:49.302
0.073,12/05/2020 19:25:49.802
0.067,12/05/2020 19:25:50.302
0.056,12/05/2020 19:25:50.802
0.058,12/05/2020 19:25:51.302
0.068,12/05/2020 19:25:51.802
0.066,12/05/2020 19:25:52.302
0.076,12/05/2020 19:25:52.802
0.067,12/05/2020 19:25:53.302
0.074,12/05/2020 19:25:53.802
0.058,12/05/2020 19:25:54.302
0.076,12/05/2020 19:25:54.802
0.070,12/05/2020 19:25:55.302
0.069,12/05/2020 19:25:55.802
0.073,12/05/2020 19:25:56.302
0.072,12/05/2020 19:25:56.802
0.074,12/05/2020 19:25:57.302
0.078,12/05/2020 19:25:57.802
0.082,12/05/2020 19:25:58.302
0.081,12/05/2020 19:25:58.802
0.071,12/05/2020 19:25:59.302
0.085,12/05/2020 19:25:59.802
0.082,12/05/2020 19:26:00.302
0.080,12/05/2020 19:26:00.802
0.080,12/05/2020 19:26:01.302
0.075,12/05/2020 19:26:01.802
0.074,12/05/2020 19:26:02.302
0.071,12/05/2020 19:26:02.802
0.079,12/05/2020 19:26:03.302
0.067,12/05/2020 19:26:03.802
0.075,12/05/2020 19:26:04.302
0.079,12/05/2020 19:26:04.802
0.067,12/05/2020 19:26:05.302
0.072,12/05/2020 19:26:05.802
0.076,12/05/2020 19:26:06.302
0.084,12/05/2020 19:26:06.802
0.071,12/05/2020 19:26:07.302
0.079,12/05/2020 19:26:07.802
0.073,12/05/2020 19:26:08.302
0.081,12/05/2020 19:26:08.802
0.070,12/05/2020 19:26:09.302
0.084,12/05/2020 19:26:09.802
0.075,12/05/2020 19:26:10.302
0.078,12/05/2020 19:26:10.802
0.073,12/05/2020 19:26:11.302
0.081,12/05/2020 19:26:11.802
0.072,12/05/2020 19:26:12.302
0.071,12/05/2020 19:26:12.802
0.077,12/05/2020 19:26:13.302
0.069,12/05/2020 19:26:13.802
0.078,12/05/2020 19:26:14.302
0.066,12/05/2020 19:26:14.802
0.082,12/05/2020 19:26:15.302
0.078,12/05/2020 19:26:15.802
0.079,12/05/2020 19:26:16.302
0.079,12/05/2020 19:26:16.802
0.081,12/05/2020 19:26:17.302
0.079,12/05/2020 19:26:17.802
0.072,12/05/2020 19:26:18.302
0.079,12/05/2020 19:26:18.802
0.073,12/05/2020 19:26:19.302
0.077,12/05/2020 19:26:19.802
0.081,12/05/2020 19:26:20.302
0.071,12/05/2020 19:26:20.802
0.073,12/05/2020 19:26:21.302
0.081,12/05/2020 19:26:21.802
0.069,12/05/2020 19:26:22.302
0.069,12/05/2020 19:26:22.802
0.078,12/05/2020 19:26:23.302
0.075,12/05/2020 19:26:23.802
0.078,12/05/2020 19:26:24.302
0.072,12/05/2020 19:26:24.802
0.070,12/05/2020 19:26:25.302
0.079,12/05/2020 19:26:25.802
0.067,12/05/2020 19:26:26.302
0.074,12/05/2020 19:26:26.802
0.065,12/05/2020 19:26:27.302
0.075,12/05/2020 19:26:27.802
0.057,12/05/2020 19:26:28.302
0.075,12/05/2020 19:26:28.802
0.069,12/05/2020 19:26:29.302
0.082,12/05/2020 19:26:29.802
0.065,12/05/2020 19:26:30.302
0.071,12/05/2020 19:26:30.802
0.084,12/05/2020 19:26:31.302
0.080,12/05/2020 19:26:31.802
0.074,12/05/2020 19:26:32.302
0.076,12/05/2020 19:26:32.802
0.075,12/05/2020 19:26:33.302
0.069,12/05/2020 19:26:33.802
0.057,12/05/2020 19:26:34.302
0.073,12/05/2020 19:26:34.802
0.079,12/05/2020 19:26:35.302
0.078,12/05/2020 19:26:35.802
0.081,12/05/2020 19:26:36.302
0.077,12/05/2020 19:26:36.802
0.070,12/05/2020 19:26:37.302
0.079,12/05/2020 19:26:37.802
0.071,12/05/2020 19:26:38.302
0.075,12/05/2020 19:26:38.802
0.073,12/05/2020 19:26:39.302
0.080,12/05/2020 19:26:39.802
0.073,12/05/2020 19:26:40.302
0.077,12/05/2020 19:26:40.802
0.080,12/05/2020 19:26:41.302
0.072,12/05/2020 19:26:41.802
0.069,12/05/2020 19:26:42.302
0.072,12/05/2020 19:26:42.802
0.081,12/05/2020 19:26:43.302
0.082,12/05/2020 19:26:43.802
0.089,12/05/2020 19:26:44.302
0.092,12/05/2020 19:26:44.802
0.075,12/05/2020 19:26:45.302
0.087,12/05/2020 19:26:45.802
0.077,12/05/2020 19:26:46.302
0.087,12/05/2020 19:26:46.802
0.067,12/05/2020 19:26:47.302
0.074,12/05/2020 19:26:47.802
0.075,12/05/2020 19:26:48.302
0.081,12/05/2020 19:26:48.802
0.079,12/05/2020 19:26:49.302
0.072,12/05/2020 19:26:49.802
0.067,12/05/2020 19:26:50.302
0.074,12/05/2020 19:26:50.802
0.073,12/05/2020 19:26:51.302
0.089,12/05/2020 19:26:51.802
0.072,12/05/2020 19:26:52.302
0.077,12/05/2020 19:26:52.802
0.075,12/05/2020 19:26:53.302
0.090,12/05/2020 19:26:53.802
0.093,12/05/2020 19:26:54.302
0.084,12/05/2020 19:26:54.802
0.076,12/05/2020 19:26:55.302
0.097,12/05/2020 19:26:55.802
0.087,12/05/2020 19:26:56.302
0.087,12/05/2020 19:26:56.802
0.085,12/05/2020 19:26:57.302
0.082,12/05/2020 19:26:57.802
0.084,12/05/2020 19:26:58.302
0.079,12/05/2020 19:26:58.802
0.070,12/05/2020 19:26:59.302
0.057,12/05/2020 19:26:59.802
0.043,12/05/2020 19:27:00.302
0.055,12/05/2020 19:27:00.802
0.066,12/05/2020 19:27:01.302
0.072,12/05/2020 19:27:01.802
0.079,12/05/2020 19:27:02.302
0.069,12/05/2020 19:27:02.802
0.056,12/05/2020 19:27:03.302
0.063,12/05/2020 19:27:03.802
0.064,12/05/2020 19:27:04.302
0.065,12/05/2020 19:27:04.802
