ValoresRms,Tempo
0.082,12/05/2020 19:10:27.667
0.084,12/05/2020 19:10:28.167
0.092,12/05/2020 19:10:28.667
0.088,12/05/2020 19:10:29.167
0.082,12/05/2020 19:10:29.667
0.086,12/05/2020 19:10:30.167
0.086,12/05/2020 19:10:30.667
0.086,12/05/2020 19:10:31.167
0.083,12/05/2020 19:10:31.667
0.078,12/05/2020 19:10:32.167
0.086,12/05/2020 19:10:32.667
0.085,12/05/2020 19:10:33.167
0.087,12/05/2020 19:10:33.667
0.094,12/05/2020 19:10:34.167
0.100,12/05/2020 19:10:34.667
0.091,12/05/2020 19:10:35.167
0.095,12/05/2020 19:10:35.667
0.086,12/05/2020 19:10:36.167
0.092,12/05/2020 19:10:36.667
0.088,12/05/2020 19:10:37.167
0.090,12/05/2020 19:10:37.667
0.088,12/05/2020 19:10:38.167
0.092,12/05/2020 19:10:38.667
0.093,12/05/2020 19:10:39.167
0.093,12/05/2020 19:10:39.667
0.092,12/05/2020 19:10:40.167
0.092,12/05/2020 19:10:40.667
0.090,12/05/2020 19:10:41.167
0.090,12/05/2020 19:10:41.667
0.086,12/05/2020 19:10:42.167
0.091,12/05/2020 19:10:42.667
0.096,12/05/2020 19:10:43.167
0.097,12/05/2020 19:10:43.667
0.090,12/05/2020 19:10:44.167
0.083,12/05/2020 19:10:44.667
0.089,12/05/2020 19:10:45.167
0.090,12/05/2020 19:10:45.667
0.091,12/05/2020 19:10:46.167
0.095,12/05/2020 19:10:46.667
0.099,12/05/2020 19:10:47.167
0.093,12/05/2020 19:10:47.667
0.090,12/05/2020 19:10:48.167
0.094,12/05/2020 19:10:48.667
0.086,12/05/2020 19:10:49.167
0.091,12/05/2020 19:10:49.667
0.093,12/05/2020 19:10:50.167
0.095,12/05/2020 19:10:50.667
0.093,12/05/2020 19:10:51.167
0.096,12/05/2020 19:10:51.667
0.092,12/05/2020 19:10:52.167
0.098,12/05/2020 19:10:52.667
0.088,12/05/2020 19:10:53.167
0.092,12/05/2020 19:10:53.667
0.093,12/05/2020 19:10:54.167
0.093,12/05/2020 19:10:54.667
0.093,12/05/2020 19:10:55.167
0.092,12/05/2020 19:10:55.667
0.092,12/05/2020 19:10:56.167
0.092,12/05/2020 19:10:56.667
0.100,12/05/2020 19:10:57.167
0.088,12/05/2020 19:10:57.667
0.093,12/05/2020 19:10:58.167
0.092,12/05/2020 19:10:58.667
0.094,12/05/2020 19:10:59.167
0.089,12/05/2020 19:10:59.667
0.088,12/05/2020 19:11:00.167
0.082,12/05/2020 19:11:00.667
0.091,12/05/2020 19:11:01.167
0.085,12/05/2020 19:11:01.667
0.091,12/05/2020 19:11:02.167
0.082,12/05/2020 19:11:02.667
0.092,12/05/2020 19:11:03.167
0.091,12/05/2020 19:11:03.667
0.096,12/05/2020 19:11:04.167
0.091,12/05/2020 19:11:04.667
0.094,12/05/2020 19:11:05.167
0.093,12/05/2020 19:11:05.667
0.085,12/05/2020 19:11:06.167
0.089,12/05/2020 19:11:06.667
0.088,12/05/2020 19:11:07.167
0.095,12/05/2020 19:11:07.667
0.085,12/05/2020 19:11:08.167
0.088,12/05/2020 19:11:08.667
0.091,12/05/2020 19:11:09.167
0.089,12/05/2020 19:11:09.667
0.093,12/05/2020 19:11:10.167
0.084,12/05/2020 19:11:10.667
0.090,12/05/2020 19:11:11.167
0.095,12/05/2020 19:11:11.667
0.089,12/05/2020 19:11:12.167
0.089,12/05/2020 19:11:12.667
0.088,12/05/2020 19:11:13.167
0.092,12/05/2020 19:11:13.667
0.093,12/05/2020 19:11:14.167
0.083,12/05/2020 19:11:14.667
0.092,12/05/2020 19:11:15.167
0.093,12/05/2020 19:11:15.667
0.088,12/05/2020 19:11:16.167
0.090,12/05/2020 19:11:16.667
0.088,12/05/2020 19:11:17.167
0.088,12/05/2020 19:11:17.667
0.088,12/05/2020 19:11:18.167
0.091,12/05/2020 19:11:18.667
0.087,12/05/2020 19:11:19.167
0.094,12/05/2020 19:11:19.667
0.092,12/05/2020 19:11:20.167
0.085,12/05/2020 19:11:20.667
0.087,12/05/2020 19:11:21.167
0.087,12/05/2020 19:11:21.667
0.085,12/05/2020 19:11:22.167
0.094,12/05/2020 19:11:22.667
0.079,12/05/2020 19:11:23.167
0.089,12/05/2020 19:11:23.667
0.088,12/05/2020 19:11:24.167
0.093,12/05/2020 19:11:24.667
0.090,12/05/2020 19:11:25.167
0.089,12/05/2020 19:11:25.667
0.093,12/05/2020 19:11:26.167
0.088,12/05/2020 19:11:26.667
0.085,12/05/2020 19:11:27.167
0.084,12/05/2020 19:11:27.667
0.087,12/05/2020 19:11:28.167
0.088,12/05/2020 19:11:28.667
0.088,12/05/2020 19:11:29.167
0.090,12/05/2020 19:11:29.667
0.085,12/05/2020 19:11:30.167
0.084,12/05/2020 19:11:30.667
0.090,12/05/2020 19:11:31.167
0.076,12/05/2020 19:11:31.667
0.086,12/05/2020 19:11:32.167
0.091,12/05/2020 19:11:32.667
0.086,12/05/2020 19:11:33.167
0.092,12/05/2020 19:11:33.667
0.083,12/05/2020 19:11:34.167
0.092,12/05/2020 19:11:34.667
0.091,12/05/2020 19:11:35.167
0.076,12/05/2020 19:11:35.667
0.078,12/05/2020 19:11:36.167
0.092,12/05/2020 19:11:36.667
0.085,12/05/2020 19:11:37.167
0.087,12/05/2020 19:11:37.667
0.088,12/05/2020 19:11:38.167
0.083,12/05/2020 19:11:38.667
0.086,12/05/2020 19:11:39.167
0.086,12/05/2020 19:11:39.667
0.081,12/05/2020 19:11:40.167
0.087,12/05/2020 19:11:40.667
0.087,12/05/2020 19:11:41.167
0.092,12/05/2020 19:11:41.667
0.088,12/05/2020 19:11:42.167
0.082,12/05/2020 19:11:42.667
0.089,12/05/2020 19:11:43.167
0.095,12/05/2020 19:11:43.667
0.090,12/05/2020 19:11:44.167
0.080,12/05/2020 19:11:44.667
0.091,12/05/2020 19:11:45.167
0.085,12/05/2020 19:11:45.667
0.090,12/05/2020 19:11:46.167
0.093,12/05/2020 19:11:46.667
0.089,12/05/2020 19:11:47.167
0.088,12/05/2020 19:11:47.667
0.089,12/05/2020 19:11:48.167
0.081,12/05/2020 19:11:48.667
0.085,12/05/2020 19:11:49.167
0.089,12/05/2020 19:11:49.667
0.092,12/05/2020 19:11:50.167
0.089,12/05/2020 19:11:50.667
0.084,12/05/2020 19:11:51.167
0.084,12/05/2020 19:11:51.667
0.080,12/05/2020 19:11:52.167
0.088,12/05/2020 19:11:52.667
0.083,12/05/2020 19:11:53.167
0.092,12/05/2020 19:11:53.667
0.088,12/05/2020 19:11:54.167
0.089,12/05/2020 19:11:54.667
0.082,12/05/2020 19:11:55.167
0.087,12/05/2020 19:11:55.667
0.089,12/05/2020 19:11:56.167
0.086,12/05/2020 19:11:56.667
0.086,12/05/2020 19:11:57.167
0.095,12/05/2020 19:11:57.667
0.087,12/05/2020 19:11:58.167
0.089,12/05/2020 19:11:58.667
0.094,12/05/2020 19:11:59.167
0.075,12/05/2020 19:11:59.667
0.091,12/05/2020 19:12:00.167
0.085,12/05/2020 19:12:00.667
0.093,12/05/2020 19:12:01.167
0.085,12/05/2020 19:12:01.667
0.090,12/05/2020 19:12:02.167
0.092,12/05/2020 19:12:02.667
0.091,12/05/2020 19:12:03.167
0.093,12/05/2020 19:12:03.667
0.088,12/05/2020 19:12:04.167
0.085,12/05/2020 19:12:04.667
0.092,12/05/2020 19:12:05.167
0.085,12/05/2020 19:12:05.667
0.074,12/05/2020 19:12:06.167
0.086,12/05/2020 19:12:06.667
0.093,12/05/2020 19:12:07.167
0.086,12/05/2020 19:12:07.667
0.092,12/05/2020 19:12:08.167
0.092,12/05/2020 19:12:08.667
0.091,12/05/2020 19:12:09.167
0.093,12/05/2020 19:12:09.667
0.089,12/05/2020 19:12:10.167
0.090,12/05/2020 19:12:10.667
0.092,12/05/2020 19:12:11.167
0.090,12/05/2020 19:12:11.667
0.090,12/05/2020 19:12:12.167
0.088,12/05/2020 19:12:12.667
0.088,12/05/2020 19:12:13.167
0.100,12/05/2020 19:12:13.667
0.084,12/05/2020 19:12:14.167
0.084,12/05/2020 19:12:14.667
0.086,12/05/2020 19:12:15.167
0.092,12/05/2020 19:12:15.667
0.087,12/05/2020 19:12:16.167
0.092,12/05/2020 19:12:16.667
0.090,12/05/2020 19:12:17.167
0.097,12/05/2020 19:12:17.667
0.094,12/05/2020 19:12:18.167
0.084,12/05/2020 19:12:18.667
0.092,12/05/2020 19:12:19.167
0.090,12/05/2020 19:12:19.667
0.086,12/05/2020 19:12:20.167
0.085,12/05/2020 19:12:20.667
0.091,12/05/2020 19:12:21.167
0.094,12/05/2020 19:12:21.667
0.093,12/05/2020 19:12:22.167
0.088,12/05/2020 19:12:22.667
0.088,12/05/2020 19:12:23.167
0.091,12/05/2020 19:12:23.667
0.091,12/05/2020 19:12:24.167
0.091,12/05/2020 19:12:24.667
0.090,12/05/2020 19:12:25.167
0.090,12/05/2020 19:12:25.667
0.096,12/05/2020 19:12:26.167
0.099,12/05/2020 19:12:26.667
0.094,12/05/2020 19:12:27.167
0.091,12/05/2020 19:12:27.667
0.094,12/05/2020 19:12:28.167
0.090,12/05/2020 19:12:28.667
0.095,12/05/2020 19:12:29.167
0.089,12/05/2020 19:12:29.667
0.095,12/05/2020 19:12:30.167
0.096,12/05/2020 19:12:30.667
0.095,12/05/2020 19:12:31.167
0.095,12/05/2020 19:12:31.667
0.089,12/05/2020 19:12:32.167
0.091,12/05/2020 19:12:32.667
0.088,12/05/2020 19:12:33.167
0.089,12/05/2020 19:12:33.667
0.091,12/05/2020 19:12:34.167
0.090,12/05/2020 19:12:34.667
0.089,12/05/2020 19:12:35.167
0.086,12/05/2020 19:12:35.667
0.096,12/05/2020 19:12:36.167
0.090,12/05/2020 19:12:36.667
0.089,12/05/2020 19:12:37.167
0.093,12/05/2020 19:12:37.667
0.094,12/05/2020 19:12:38.167
0.093,12/05/2020 19:12:38.667
0.085,12/05/2020 19:12:39.167
0.090,12/05/2020 19:12:39.667
0.085,12/05/2020 19:12:40.167
0.092,12/05/2020 19:12:40.667
0.099,12/05/2020 19:12:41.167
0.096,12/05/2020 19:12:41.667
0.103,12/05/2020 19:12:42.167
0.092,12/05/2020 19:12:42.667
0.091,12/05/2020 19:12:43.167
0.099,12/05/2020 19:12:43.667
0.083,12/05/2020 19:12:44.167
0.100,12/05/2020 19:12:44.667
0.096,12/05/2020 19:12:45.167
0.087,12/05/2020 19:12:45.667
0.093,12/05/2020 19:12:46.167
0.082,12/05/2020 19:12:46.667
0.090,12/05/2020 19:12:47.167
0.097,12/05/2020 19:12:47.667
0.096,12/05/2020 19:12:48.167
0.086,12/05/2020 19:12:48.667
0.098,12/05/2020 19:12:49.167
0.096,12/05/2020 19:12:49.667
0.082,12/05/2020 19:12:50.167
0.090,12/05/2020 19:12:50.667
0.091,12/05/2020 19:12:51.167
0.090,12/05/2020 19:12:51.667
0.093,12/05/2020 19:12:52.167
0.091,12/05/2020 19:12:52.667
0.091,12/05/2020 19:12:53.167
0.092,12/05/2020 19:12:53.667
0.092,12/05/2020 19:12:54.167
0.088,12/05/2020 19:12:54.667
0.090,12/05/2020 19:12:55.167
0.094,12/05/2020 19:12:55.667
0.090,12/05/2020 19:12:56.167
0.090,12/05/2020 19:12:56.667
0.085,12/05/2020 19:12:57.167
0.089,12/05/2020 19:12:57.667
0.094,12/05/2020 19:12:58.167
0.092,12/05/2020 19:12:58.667
0.086,12/05/2020 19:12:59.167
0.093,12/05/2020 19:12:59.667
0.088,12/05/2020 19:13:00.167
0.090,12/05/2020 19:13:00.667
0.083,12/05/2020 19:13:01.167
0.089,12/05/2020 19:13:01.667
0.070,12/05/2020 19:13:02.167
0.093,12/05/2020 19:13:02.667
0.087,12/05/2020 19:13:03.167
0.085,12/05/2020 19:13:03.667
0.085,12/05/2020 19:13:04.167
0.090,12/05/2020 19:13:04.667
0.096,12/05/2020 19:13:05.167
0.086,12/05/2020 19:13:05.667
0.083,12/05/2020 19:13:06.167
0.093,12/05/2020 19:13:06.667
0.101,12/05/2020 19:13:07.167
0.094,12/05/2020 19:13:07.667
0.088,12/05/2020 19:13:08.167
0.086,12/05/2020 19:13:08.667
0.094,12/05/2020 19:13:09.167
0.082,12/05/2020 19:13:09.667
0.086,12/05/2020 19:13:10.167
0.087,12/05/2020 19:13:10.667
0.091,12/05/2020 19:13:11.167
0.088,12/05/2020 19:13:11.667
0.094,12/05/2020 19:13:12.167
0.087,12/05/2020 19:13:12.667
0.091,12/05/2020 19:13:13.167
0.093,12/05/2020 19:13:13.667
0.085,12/05/2020 19:13:14.167
0.084,12/05/2020 19:13:14.667
0.086,12/05/2020 19:13:15.167
0.082,12/05/2020 19:13:15.667
0.082,12/05/2020 19:13:16.167
0.083,12/05/2020 19:13:16.667
0.085,12/05/2020 19:13:17.167
0.083,12/05/2020 19:13:17.667
0.080,12/05/2020 19:13:18.167
0.084,12/05/2020 19:13:18.667
0.088,12/05/2020 19:13:19.167
