ValoresRms,Tempo
0.092,10/05/2020 19:11:07.835
0.093,10/05/2020 19:11:08.335
0.095,10/05/2020 19:11:08.835
0.091,10/05/2020 19:11:09.335
0.092,10/05/2020 19:11:09.835
0.090,10/05/2020 19:11:10.335
0.093,10/05/2020 19:11:10.835
0.091,10/05/2020 19:11:11.335
0.092,10/05/2020 19:11:11.835
0.091,10/05/2020 19:11:12.335
0.091,10/05/2020 19:11:12.835
0.094,10/05/2020 19:11:13.335
0.093,10/05/2020 19:11:13.835
0.090,10/05/2020 19:11:14.335
0.082,10/05/2020 19:11:14.835
0.094,10/05/2020 19:11:15.335
0.093,10/05/2020 19:11:15.835
0.093,10/05/2020 19:11:16.335
0.091,10/05/2020 19:11:16.835
0.097,10/05/2020 19:11:17.335
0.094,10/05/2020 19:11:17.835
0.091,10/05/2020 19:11:18.335
0.089,10/05/2020 19:11:18.835
0.091,10/05/2020 19:11:19.335
0.092,10/05/2020 19:11:19.835
0.074,10/05/2020 19:11:20.335
0.081,10/05/2020 19:11:20.835
0.090,10/05/2020 19:11:21.335
0.096,10/05/2020 19:11:21.835
0.096,10/05/2020 19:11:22.335
0.070,10/05/2020 19:11:22.835
0.085,10/05/2020 19:11:23.335
0.093,10/05/2020 19:11:23.835
0.096,10/05/2020 19:11:24.335
0.095,10/05/2020 19:11:24.835
0.089,10/05/2020 19:11:25.335
0.094,10/05/2020 19:11:25.835
0.094,10/05/2020 19:11:26.335
0.094,10/05/2020 19:11:26.835
0.087,10/05/2020 19:11:27.335
0.087,10/05/2020 19:11:27.835
0.091,10/05/2020 19:11:28.335
0.089,10/05/2020 19:11:28.835
0.090,10/05/2020 19:11:29.335
0.092,10/05/2020 19:11:29.835
0.086,10/05/2020 19:11:30.335
0.092,10/05/2020 19:11:30.835
0.087,10/05/2020 19:11:31.335
0.087,10/05/2020 19:11:31.835
0.095,10/05/2020 19:11:32.335
0.092,10/05/2020 19:11:32.835
0.089,10/05/2020 19:11:33.335
0.092,10/05/2020 19:11:33.835
0.086,10/05/2020 19:11:34.335
0.095,10/05/2020 19:11:34.835
0.092,10/05/2020 19:11:35.335
0.085,10/05/2020 19:11:35.835
0.084,10/05/2020 19:11:36.335
0.089,10/05/2020 19:11:36.835
0.091,10/05/2020 19:11:37.335
0.090,10/05/2020 19:11:37.835
0.072,10/05/2020 19:11:38.335
0.085,10/05/2020 19:11:38.835
0.088,10/05/2020 19:11:39.335
0.091,10/05/2020 19:11:39.835
0.084,10/05/2020 19:11:40.335
0.086,10/05/2020 19:11:40.835
0.088,10/05/2020 19:11:41.335
0.086,10/05/2020 19:11:41.835
0.087,10/05/2020 19:11:42.335
0.092,10/05/2020 19:11:42.835
0.088,10/05/2020 19:11:43.335
0.093,10/05/2020 19:11:43.835
0.090,10/05/2020 19:11:44.335
0.087,10/05/2020 19:11:44.835
0.092,10/05/2020 19:11:45.335
0.088,10/05/2020 19:11:45.835
0.098,10/05/2020 19:11:46.335
0.091,10/05/2020 19:11:46.835
0.092,10/05/2020 19:11:47.335
0.091,10/05/2020 19:11:47.835
0.095,10/05/2020 19:11:48.335
0.084,10/05/2020 19:11:48.835
0.090,10/05/2020 19:11:49.335
0.070,10/05/2020 19:11:49.835
0.088,10/05/2020 19:11:50.335
0.096,10/05/2020 19:11:50.835
0.094,10/05/2020 19:11:51.335
0.072,10/05/2020 19:11:51.835
0.095,10/05/2020 19:11:52.335
0.085,10/05/2020 19:11:52.835
0.081,10/05/2020 19:11:53.335
0.090,10/05/2020 19:11:53.835
0.091,10/05/2020 19:11:54.335
0.092,10/05/2020 19:11:54.835
0.097,10/05/2020 19:11:55.335
0.091,10/05/2020 19:11:55.835
0.095,10/05/2020 19:11:56.335
0.095,10/05/2020 19:11:56.835
0.087,10/05/2020 19:11:57.335
0.100,10/05/2020 19:11:57.835
0.091,10/05/2020 19:11:58.335
0.093,10/05/2020 19:11:58.835
0.098,10/05/2020 19:11:59.335
0.099,10/05/2020 19:11:59.835
0.087,10/05/2020 19:12:00.335
0.092,10/05/2020 19:12:00.835
0.087,10/05/2020 19:12:01.335
0.080,10/05/2020 19:12:01.835
0.095,10/05/2020 19:12:02.335
0.088,10/05/2020 19:12:02.835
0.093,10/05/2020 19:12:03.335
0.095,10/05/2020 19:12:03.835
0.091,10/05/2020 19:12:04.335
0.069,10/05/2020 19:12:04.835
0.095,10/05/2020 19:12:05.335
0.088,10/05/2020 19:12:05.835
0.095,10/05/2020 19:12:06.335
0.095,10/05/2020 19:12:06.835
0.094,10/05/2020 19:12:07.335
0.090,10/05/2020 19:12:07.835
0.095,10/05/2020 19:12:08.335
0.091,10/05/2020 19:12:08.835
0.092,10/05/2020 19:12:09.335
0.071,10/05/2020 19:12:09.835
0.082,10/05/2020 19:12:10.335
0.092,10/05/2020 19:12:10.835
0.092,10/05/2020 19:12:11.335
0.097,10/05/2020 19:12:11.835
0.094,10/05/2020 19:12:12.335
0.091,10/05/2020 19:12:12.835
0.094,10/05/2020 19:12:13.335
0.093,10/05/2020 19:12:13.835
0.088,10/05/2020 19:12:14.335
0.094,10/05/2020 19:12:14.835
0.092,10/05/2020 19:12:15.335
0.093,10/05/2020 19:12:15.835
0.095,10/05/2020 19:12:16.335
0.089,10/05/2020 19:12:16.835
0.095,10/05/2020 19:12:17.335
0.090,10/05/2020 19:12:17.835
0.093,10/05/2020 19:12:18.335
0.088,10/05/2020 19:12:18.835
0.095,10/05/2020 19:12:19.335
0.101,10/05/2020 19:12:19.835
0.093,10/05/2020 19:12:20.335
0.093,10/05/2020 19:12:20.835
0.095,10/05/2020 19:12:21.335
0.090,10/05/2020 19:12:21.835
0.097,10/05/2020 19:12:22.335
0.085,10/05/2020 19:12:22.835
0.096,10/05/2020 19:12:23.335
0.097,10/05/2020 19:12:23.835
0.092,10/05/2020 19:12:24.335
0.077,10/05/2020 19:12:24.835
0.088,10/05/2020 19:12:25.335
0.097,10/05/2020 19:12:25.835
0.094,10/05/2020 19:12:26.335
0.094,10/05/2020 19:12:26.835
0.093,10/05/2020 19:12:27.335
0.095,10/05/2020 19:12:27.835
0.094,10/05/2020 19:12:28.335
0.092,10/05/2020 19:12:28.835
0.095,10/05/2020 19:12:29.335
0.076,10/05/2020 19:12:29.835
0.091,10/05/2020 19:12:30.335
0.094,10/05/2020 19:12:30.835
0.085,10/05/2020 19:12:31.335
0.091,10/05/2020 19:12:31.835
0.094,10/05/2020 19:12:32.335
0.097,10/05/2020 19:12:32.835
0.096,10/05/2020 19:12:33.335
0.094,10/05/2020 19:12:33.835
0.092,10/05/2020 19:12:34.335
0.093,10/05/2020 19:12:34.835
0.092,10/05/2020 19:12:35.335
0.086,10/05/2020 19:12:35.835
0.098,10/05/2020 19:12:36.335
0.098,10/05/2020 19:12:36.835
0.098,10/05/2020 19:12:37.335
0.097,10/05/2020 19:12:37.835
0.099,10/05/2020 19:12:38.335
0.097,10/05/2020 19:12:38.835
0.094,10/05/2020 19:12:39.335
0.092,10/05/2020 19:12:39.835
0.092,10/05/2020 19:12:40.335
0.092,10/05/2020 19:12:40.835
0.093,10/05/2020 19:12:41.335
0.097,10/05/2020 19:12:41.835
0.091,10/05/2020 19:12:42.335
0.097,10/05/2020 19:12:42.835
0.088,10/05/2020 19:12:43.335
0.095,10/05/2020 19:12:43.835
0.085,10/05/2020 19:12:44.335
0.094,10/05/2020 19:12:44.835
0.095,10/05/2020 19:12:45.335
0.091,10/05/2020 19:12:45.835
0.095,10/05/2020 19:12:46.335
0.091,10/05/2020 19:12:46.835
0.091,10/05/2020 19:12:47.335
0.093,10/05/2020 19:12:47.835
0.083,10/05/2020 19:12:48.335
0.089,10/05/2020 19:12:48.835
0.097,10/05/2020 19:12:49.335
