ValoresRms,Tempo
0.096,12/05/2020 19:03:06.002
0.096,12/05/2020 19:03:06.502
0.093,12/05/2020 19:03:07.002
0.090,12/05/2020 19:03:07.502
0.094,12/05/2020 19:03:08.002
0.102,12/05/2020 19:03:08.502
0.095,12/05/2020 19:03:09.002
0.072,12/05/2020 19:03:09.502
0.091,12/05/2020 19:03:10.002
0.098,12/05/2020 19:03:10.502
0.095,12/05/2020 19:03:11.002
0.085,12/05/2020 19:03:11.502
0.091,12/05/2020 19:03:12.002
0.091,12/05/2020 19:03:12.502
0.088,12/05/2020 19:03:13.002
0.105,12/05/2020 19:03:13.502
0.093,12/05/2020 19:03:14.002
0.093,12/05/2020 19:03:14.502
0.098,12/05/2020 19:03:15.002
0.081,12/05/2020 19:03:15.502
0.083,12/05/2020 19:03:16.002
0.097,12/05/2020 19:03:16.502
0.098,12/05/2020 19:03:17.002
0.095,12/05/2020 19:03:17.502
0.092,12/05/2020 19:03:18.002
0.087,12/05/2020 19:03:18.502
0.091,12/05/2020 19:03:19.002
0.092,12/05/2020 19:03:19.502
0.084,12/05/2020 19:03:20.002
0.092,12/05/2020 19:03:20.502
0.087,12/05/2020 19:03:21.002
0.089,12/05/2020 19:03:21.502
0.092,12/05/2020 19:03:22.002
0.092,12/05/2020 19:03:22.502
0.092,12/05/2020 19:03:23.002
0.100,12/05/2020 19:03:23.502
0.077,12/05/2020 19:03:24.002
0.078,12/05/2020 19:03:24.502
0.086,12/05/2020 19:03:25.002
0.090,12/05/2020 19:03:25.502
0.092,12/05/2020 19:03:26.002
0.091,12/05/2020 19:03:26.502
0.093,12/05/2020 19:03:27.002
0.086,12/05/2020 19:03:27.502
0.094,12/05/2020 19:03:28.002
0.090,12/05/2020 19:03:28.502
0.096,12/05/2020 19:03:29.002
0.072,12/05/2020 19:03:29.502
0.085,12/05/2020 19:03:30.002
0.093,12/05/2020 19:03:30.502
0.099,12/05/2020 19:03:31.002
0.091,12/05/2020 19:03:31.502
0.096,12/05/2020 19:03:32.002
0.087,12/05/2020 19:03:32.502
0.084,12/05/2020 19:03:33.002
0.097,12/05/2020 19:03:33.502
0.091,12/05/2020 19:03:34.002
0.077,12/05/2020 19:03:34.502
0.095,12/05/2020 19:03:35.002
0.091,12/05/2020 19:03:35.502
0.095,12/05/2020 19:03:36.002
0.091,12/05/2020 19:03:36.502
0.092,12/05/2020 19:03:37.002
0.093,12/05/2020 19:03:37.502
0.090,12/05/2020 19:03:38.002
0.089,12/05/2020 19:03:38.502
0.095,12/05/2020 19:03:39.002
0.076,12/05/2020 19:03:39.502
0.099,12/05/2020 19:03:40.002
0.093,12/05/2020 19:03:40.502
0.092,12/05/2020 19:03:41.002
0.099,12/05/2020 19:03:41.502
0.094,12/05/2020 19:03:42.002
0.090,12/05/2020 19:03:42.502
0.093,12/05/2020 19:03:43.002
0.098,12/05/2020 19:03:43.502
0.102,12/05/2020 19:03:44.002
0.087,12/05/2020 19:03:44.502
0.089,12/05/2020 19:03:45.002
0.088,12/05/2020 19:03:45.502
0.102,12/05/2020 19:03:46.002
0.099,12/05/2020 19:03:46.502
0.091,12/05/2020 19:03:47.002
0.086,12/05/2020 19:03:47.502
0.094,12/05/2020 19:03:48.002
0.098,12/05/2020 19:03:48.502
0.095,12/05/2020 19:03:49.002
0.089,12/05/2020 19:03:49.502
0.085,12/05/2020 19:03:50.002
0.089,12/05/2020 19:03:50.502
0.103,12/05/2020 19:03:51.002
0.096,12/05/2020 19:03:51.502
0.093,12/05/2020 19:03:52.002
0.097,12/05/2020 19:03:52.502
0.103,12/05/2020 19:03:53.002
0.109,12/05/2020 19:03:53.502
0.081,12/05/2020 19:03:54.002
0.076,12/05/2020 19:03:54.502
0.107,12/05/2020 19:03:55.002
0.093,12/05/2020 19:03:55.502
0.088,12/05/2020 19:03:56.002
0.103,12/05/2020 19:03:56.502
0.098,12/05/2020 19:03:57.002
0.099,12/05/2020 19:03:57.502
0.097,12/05/2020 19:03:58.002
0.092,12/05/2020 19:03:58.502
0.090,12/05/2020 19:03:59.002
0.088,12/05/2020 19:03:59.502
0.083,12/05/2020 19:04:00.002
0.086,12/05/2020 19:04:00.502
0.070,12/05/2020 19:04:01.002
0.086,12/05/2020 19:04:01.502
0.098,12/05/2020 19:04:02.002
0.078,12/05/2020 19:04:02.502
0.088,12/05/2020 19:04:03.002
0.088,12/05/2020 19:04:03.502
0.088,12/05/2020 19:04:04.002
0.070,12/05/2020 19:04:04.502
0.092,12/05/2020 19:04:05.002
0.091,12/05/2020 19:04:05.502
0.093,12/05/2020 19:04:06.002
0.094,12/05/2020 19:04:06.502
0.092,12/05/2020 19:04:07.002
0.093,12/05/2020 19:04:07.502
0.097,12/05/2020 19:04:08.002
0.098,12/05/2020 19:04:08.502
0.088,12/05/2020 19:04:09.002
0.070,12/05/2020 19:04:09.502
0.091,12/05/2020 19:04:10.002
0.093,12/05/2020 19:04:10.502
0.082,12/05/2020 19:04:11.002
0.082,12/05/2020 19:04:11.502
0.095,12/05/2020 19:04:12.002
0.093,12/05/2020 19:04:12.502
0.095,12/05/2020 19:04:13.002
0.096,12/05/2020 19:04:13.502
0.094,12/05/2020 19:04:14.002
0.091,12/05/2020 19:04:14.502
0.092,12/05/2020 19:04:15.002
0.088,12/05/2020 19:04:15.502
0.090,12/05/2020 19:04:16.002
0.085,12/05/2020 19:04:16.502
0.095,12/05/2020 19:04:17.002
0.094,12/05/2020 19:04:17.502
0.088,12/05/2020 19:04:18.002
0.090,12/05/2020 19:04:18.502
0.089,12/05/2020 19:04:19.002
0.092,12/05/2020 19:04:19.502
0.087,12/05/2020 19:04:20.002
0.091,12/05/2020 19:04:20.502
0.089,12/05/2020 19:04:21.002
0.089,12/05/2020 19:04:21.502
0.092,12/05/2020 19:04:22.002
0.090,12/05/2020 19:04:22.502
0.089,12/05/2020 19:04:23.002
0.093,12/05/2020 19:04:23.502
0.088,12/05/2020 19:04:24.002
0.086,12/05/2020 19:04:24.502
0.086,12/05/2020 19:04:25.002
0.090,12/05/2020 19:04:25.502
0.088,12/05/2020 19:04:26.002
0.089,12/05/2020 19:04:26.502
0.091,12/05/2020 19:04:27.002
0.088,12/05/2020 19:04:27.502
0.088,12/05/2020 19:04:28.002
0.075,12/05/2020 19:04:28.502
0.093,12/05/2020 19:04:29.002
0.074,12/05/2020 19:04:29.502
0.089,12/05/2020 19:04:30.002
0.093,12/05/2020 19:04:30.502
0.081,12/05/2020 19:04:31.002
0.091,12/05/2020 19:04:31.502
0.093,12/05/2020 19:04:32.002
0.085,12/05/2020 19:04:32.502
0.092,12/05/2020 19:04:33.002
0.096,12/05/2020 19:04:33.502
0.100,12/05/2020 19:04:34.002
0.070,12/05/2020 19:04:34.502
0.093,12/05/2020 19:04:35.002
0.088,12/05/2020 19:04:35.502
0.092,12/05/2020 19:04:36.002
0.087,12/05/2020 19:04:36.502
0.081,12/05/2020 19:04:37.002
0.087,12/05/2020 19:04:37.502
0.093,12/05/2020 19:04:38.002
0.086,12/05/2020 19:04:38.502
0.088,12/05/2020 19:04:39.002
0.101,12/05/2020 19:04:39.502
0.098,12/05/2020 19:04:40.002
0.086,12/05/2020 19:04:40.502
0.086,12/05/2020 19:04:41.002
0.090,12/05/2020 19:04:41.502
0.093,12/05/2020 19:04:42.002
0.101,12/05/2020 19:04:42.502
0.088,12/05/2020 19:04:43.002
0.090,12/05/2020 19:04:43.502
0.098,12/05/2020 19:04:44.002
0.092,12/05/2020 19:04:44.502
0.091,12/05/2020 19:04:45.002
0.087,12/05/2020 19:04:45.502
0.089,12/05/2020 19:04:46.002
0.089,12/05/2020 19:04:46.502
0.093,12/05/2020 19:04:47.002
0.087,12/05/2020 19:04:47.502
0.090,12/05/2020 19:04:48.002
0.094,12/05/2020 19:04:48.502
0.097,12/05/2020 19:04:49.002
0.071,12/05/2020 19:04:49.502
0.087,12/05/2020 19:04:50.002
0.087,12/05/2020 19:04:50.502
0.088,12/05/2020 19:04:51.002
0.086,12/05/2020 19:04:51.502
0.092,12/05/2020 19:04:52.002
0.091,12/05/2020 19:04:52.502
0.090,12/05/2020 19:04:53.002
0.080,12/05/2020 19:04:53.502
0.086,12/05/2020 19:04:54.002
0.067,12/05/2020 19:04:54.502
0.092,12/05/2020 19:04:55.002
0.089,12/05/2020 19:04:55.502
0.097,12/05/2020 19:04:56.002
0.087,12/05/2020 19:04:56.502
0.082,12/05/2020 19:04:57.002
0.094,12/05/2020 19:04:57.502
0.082,12/05/2020 19:04:58.002
0.089,12/05/2020 19:04:58.502
0.094,12/05/2020 19:04:59.002
0.079,12/05/2020 19:04:59.502
0.085,12/05/2020 19:05:00.002
0.088,12/05/2020 19:05:00.502
0.096,12/05/2020 19:05:01.002
0.091,12/05/2020 19:05:01.502
0.089,12/05/2020 19:05:02.002
0.086,12/05/2020 19:05:02.502
0.087,12/05/2020 19:05:03.002
0.082,12/05/2020 19:05:03.502
0.087,12/05/2020 19:05:04.002
0.077,12/05/2020 19:05:04.502
0.088,12/05/2020 19:05:05.002
0.086,12/05/2020 19:05:05.502
0.095,12/05/2020 19:05:06.002
0.083,12/05/2020 19:05:06.502
0.085,12/05/2020 19:05:07.002
0.086,12/05/2020 19:05:07.502
0.092,12/05/2020 19:05:08.002
0.090,12/05/2020 19:05:08.502
0.095,12/05/2020 19:05:09.002
0.068,12/05/2020 19:05:09.502
0.090,12/05/2020 19:05:10.002
0.095,12/05/2020 19:05:10.502
0.085,12/05/2020 19:05:11.002
0.087,12/05/2020 19:05:11.502
0.088,12/05/2020 19:05:12.002
0.085,12/05/2020 19:05:12.502
0.092,12/05/2020 19:05:13.002
0.086,12/05/2020 19:05:13.502
0.100,12/05/2020 19:05:14.002
0.092,12/05/2020 19:05:14.502
0.081,12/05/2020 19:05:15.002
0.082,12/05/2020 19:05:15.502
0.089,12/05/2020 19:05:16.002
0.092,12/05/2020 19:05:16.502
0.094,12/05/2020 19:05:17.002
0.090,12/05/2020 19:05:17.502
0.090,12/05/2020 19:05:18.002
0.095,12/05/2020 19:05:18.502
0.093,12/05/2020 19:05:19.002
0.080,12/05/2020 19:05:19.502
0.097,12/05/2020 19:05:20.002
0.092,12/05/2020 19:05:20.502
0.094,12/05/2020 19:05:21.002
0.091,12/05/2020 19:05:21.502
0.096,12/05/2020 19:05:22.002
0.092,12/05/2020 19:05:22.502
0.096,12/05/2020 19:05:23.002
0.081,12/05/2020 19:05:23.502
0.092,12/05/2020 19:05:24.002
0.072,12/05/2020 19:05:24.502
0.095,12/05/2020 19:05:25.002
0.088,12/05/2020 19:05:25.502
0.093,12/05/2020 19:05:26.002
0.089,12/05/2020 19:05:26.502
0.094,12/05/2020 19:05:27.002
0.092,12/05/2020 19:05:27.502
0.090,12/05/2020 19:05:28.002
0.090,12/05/2020 19:05:28.502
0.095,12/05/2020 19:05:29.002
0.073,12/05/2020 19:05:29.502
0.098,12/05/2020 19:05:30.002
0.089,12/05/2020 19:05:30.502
0.091,12/05/2020 19:05:31.002
0.093,12/05/2020 19:05:31.502
0.080,12/05/2020 19:05:32.002
0.085,12/05/2020 19:05:32.502
0.093,12/05/2020 19:05:33.002
0.092,12/05/2020 19:05:33.502
0.087,12/05/2020 19:05:34.002
0.067,12/05/2020 19:05:34.502
0.092,12/05/2020 19:05:35.002
0.094,12/05/2020 19:05:35.502
0.089,12/05/2020 19:05:36.002
0.089,12/05/2020 19:05:36.502
0.096,12/05/2020 19:05:37.002
0.090,12/05/2020 19:05:37.502
0.086,12/05/2020 19:05:38.002
0.091,12/05/2020 19:05:38.502
0.085,12/05/2020 19:05:39.002
0.092,12/05/2020 19:05:39.502
0.091,12/05/2020 19:05:40.002
0.091,12/05/2020 19:05:40.502
0.082,12/05/2020 19:05:41.002
0.087,12/05/2020 19:05:41.502
0.093,12/05/2020 19:05:42.002
0.086,12/05/2020 19:05:42.502
0.085,12/05/2020 19:05:43.002
0.091,12/05/2020 19:05:43.502
0.092,12/05/2020 19:05:44.002
0.093,12/05/2020 19:05:44.502
0.082,12/05/2020 19:05:45.002
0.087,12/05/2020 19:05:45.502
0.087,12/05/2020 19:05:46.002
0.094,12/05/2020 19:05:46.502
0.088,12/05/2020 19:05:47.002
0.088,12/05/2020 19:05:47.502
0.090,12/05/2020 19:05:48.002
0.087,12/05/2020 19:05:48.502
0.083,12/05/2020 19:05:49.002
0.087,12/05/2020 19:05:49.502
0.091,12/05/2020 19:05:50.002
0.086,12/05/2020 19:05:50.502
0.087,12/05/2020 19:05:51.002
0.092,12/05/2020 19:05:51.502
0.091,12/05/2020 19:05:52.002
0.086,12/05/2020 19:05:52.502
0.087,12/05/2020 19:05:53.002
0.086,12/05/2020 19:05:53.502
0.083,12/05/2020 19:05:54.002
0.069,12/05/2020 19:05:54.502
0.067,12/05/2020 19:05:55.002
0.076,12/05/2020 19:05:55.502
0.086,12/05/2020 19:05:56.002
0.090,12/05/2020 19:05:56.502
0.093,12/05/2020 19:05:57.002
0.097,12/05/2020 19:05:57.502
0.092,12/05/2020 19:05:58.002
0.086,12/05/2020 19:05:58.502
0.094,12/05/2020 19:05:59.002
0.077,12/05/2020 19:05:59.502
0.086,12/05/2020 19:06:00.002
0.085,12/05/2020 19:06:00.502
0.088,12/05/2020 19:06:01.002
0.080,12/05/2020 19:06:01.502
0.081,12/05/2020 19:06:02.002
0.082,12/05/2020 19:06:02.502
0.086,12/05/2020 19:06:03.002
0.096,12/05/2020 19:06:03.502
0.088,12/05/2020 19:06:04.002
0.083,12/05/2020 19:06:04.502
0.089,12/05/2020 19:06:05.002
0.069,12/05/2020 19:06:05.502
0.089,12/05/2020 19:06:06.002
0.083,12/05/2020 19:06:06.502
0.096,12/05/2020 19:06:07.002
0.091,12/05/2020 19:06:07.502
0.096,12/05/2020 19:06:08.002
0.089,12/05/2020 19:06:08.502
0.088,12/05/2020 19:06:09.002
0.094,12/05/2020 19:06:09.502
0.091,12/05/2020 19:06:10.002
0.083,12/05/2020 19:06:10.502
0.084,12/05/2020 19:06:11.002
0.089,12/05/2020 19:06:11.502
0.091,12/05/2020 19:06:12.002
0.088,12/05/2020 19:06:12.502
0.092,12/05/2020 19:06:13.002
0.090,12/05/2020 19:06:13.502
0.088,12/05/2020 19:06:14.002
0.096,12/05/2020 19:06:14.502
0.090,12/05/2020 19:06:15.002
0.092,12/05/2020 19:06:15.502
0.093,12/05/2020 19:06:16.002
0.089,12/05/2020 19:06:16.502
0.096,12/05/2020 19:06:17.002
0.091,12/05/2020 19:06:17.502
0.094,12/05/2020 19:06:18.002
0.098,12/05/2020 19:06:18.502
0.082,12/05/2020 19:06:19.002
0.073,12/05/2020 19:06:19.502
0.090,12/05/2020 19:06:20.002
0.093,12/05/2020 19:06:20.502
0.089,12/05/2020 19:06:21.002
0.091,12/05/2020 19:06:21.502
0.085,12/05/2020 19:06:22.002
0.088,12/05/2020 19:06:22.502
0.088,12/05/2020 19:06:23.002
0.089,12/05/2020 19:06:23.502
0.095,12/05/2020 19:06:24.002
0.074,12/05/2020 19:06:24.502
0.089,12/05/2020 19:06:25.002
0.095,12/05/2020 19:06:25.502
0.086,12/05/2020 19:06:26.002
0.099,12/05/2020 19:06:26.502
0.096,12/05/2020 19:06:27.002
0.090,12/05/2020 19:06:27.502
0.094,12/05/2020 19:06:28.002
0.101,12/05/2020 19:06:28.502
0.094,12/05/2020 19:06:29.002
0.075,12/05/2020 19:06:29.502
0.075,12/05/2020 19:06:30.002
0.094,12/05/2020 19:06:30.502
0.093,12/05/2020 19:06:31.002
0.097,12/05/2020 19:06:31.502
0.086,12/05/2020 19:06:32.002
0.085,12/05/2020 19:06:32.502
0.097,12/05/2020 19:06:33.002
0.094,12/05/2020 19:06:33.502
0.087,12/05/2020 19:06:34.002
0.071,12/05/2020 19:06:34.502
0.092,12/05/2020 19:06:35.002
0.099,12/05/2020 19:06:35.502
0.088,12/05/2020 19:06:36.002
0.086,12/05/2020 19:06:36.502
0.087,12/05/2020 19:06:37.002
0.090,12/05/2020 19:06:37.502
0.094,12/05/2020 19:06:38.002
0.083,12/05/2020 19:06:38.502
0.090,12/05/2020 19:06:39.002
0.090,12/05/2020 19:06:39.502
0.099,12/05/2020 19:06:40.002
0.081,12/05/2020 19:06:40.502
0.088,12/05/2020 19:06:41.002
0.091,12/05/2020 19:06:41.502
0.103,12/05/2020 19:06:42.002
0.087,12/05/2020 19:06:42.502
0.092,12/05/2020 19:06:43.002
0.071,12/05/2020 19:06:43.502
0.087,12/05/2020 19:06:44.002
0.071,12/05/2020 19:06:44.502
0.081,12/05/2020 19:06:45.002
0.087,12/05/2020 19:06:45.502
0.091,12/05/2020 19:06:46.002
0.093,12/05/2020 19:06:46.502
0.097,12/05/2020 19:06:47.002
0.088,12/05/2020 19:06:47.502
0.105,12/05/2020 19:06:48.002
0.094,12/05/2020 19:06:48.502
0.091,12/05/2020 19:06:49.002
0.083,12/05/2020 19:06:49.502
0.086,12/05/2020 19:06:50.002
0.092,12/05/2020 19:06:50.502
0.104,12/05/2020 19:06:51.002
0.089,12/05/2020 19:06:51.502
0.090,12/05/2020 19:06:52.002
0.090,12/05/2020 19:06:52.502
0.099,12/05/2020 19:06:53.002
0.083,12/05/2020 19:06:53.502
0.094,12/05/2020 19:06:54.002
0.073,12/05/2020 19:06:54.502
0.070,12/05/2020 19:06:55.002
0.087,12/05/2020 19:06:55.502
0.075,12/05/2020 19:06:56.002
0.092,12/05/2020 19:06:56.502
0.096,12/05/2020 19:06:57.002
0.093,12/05/2020 19:06:57.502
0.096,12/05/2020 19:06:58.002
0.091,12/05/2020 19:06:58.502
0.098,12/05/2020 19:06:59.002
0.076,12/05/2020 19:06:59.502
0.093,12/05/2020 19:07:00.002
0.091,12/05/2020 19:07:00.502
0.081,12/05/2020 19:07:01.002
0.085,12/05/2020 19:07:01.502
0.080,12/05/2020 19:07:02.002
0.091,12/05/2020 19:07:02.502
0.100,12/05/2020 19:07:03.002
0.093,12/05/2020 19:07:03.502
0.089,12/05/2020 19:07:04.002
0.075,12/05/2020 19:07:04.502
0.087,12/05/2020 19:07:05.002
0.092,12/05/2020 19:07:05.502
0.083,12/05/2020 19:07:06.002
0.098,12/05/2020 19:07:06.502
0.086,12/05/2020 19:07:07.002
0.089,12/05/2020 19:07:07.502
0.089,12/05/2020 19:07:08.002
0.090,12/05/2020 19:07:08.502
0.086,12/05/2020 19:07:09.002
0.075,12/05/2020 19:07:09.502
0.094,12/05/2020 19:07:10.002
0.089,12/05/2020 19:07:10.502
0.089,12/05/2020 19:07:11.002
0.092,12/05/2020 19:07:11.502
0.096,12/05/2020 19:07:12.002
0.090,12/05/2020 19:07:12.502
0.091,12/05/2020 19:07:13.002
0.098,12/05/2020 19:07:13.502
0.071,12/05/2020 19:07:14.002
0.085,12/05/2020 19:07:14.502
0.092,12/05/2020 19:07:15.002
0.092,12/05/2020 19:07:15.502
0.087,12/05/2020 19:07:16.002
0.095,12/05/2020 19:07:16.502
0.107,12/05/2020 19:07:17.002
0.089,12/05/2020 19:07:17.502
0.094,12/05/2020 19:07:18.002
0.096,12/05/2020 19:07:18.502
0.089,12/05/2020 19:07:19.002
