ValoresRms,Tempo
0.092,12/05/2020 19:34:24.879
0.091,12/05/2020 19:34:25.379
0.087,12/05/2020 19:34:25.879
0.091,12/05/2020 19:34:26.379
0.090,12/05/2020 19:34:26.879
0.087,12/05/2020 19:34:27.379
0.090,12/05/2020 19:34:27.879
0.087,12/05/2020 19:34:28.379
0.089,12/05/2020 19:34:28.879
0.086,12/05/2020 19:34:29.379
0.087,12/05/2020 19:34:29.879
0.089,12/05/2020 19:34:30.379
0.089,12/05/2020 19:34:30.879
0.091,12/05/2020 19:34:31.379
0.092,12/05/2020 19:34:31.879
0.088,12/05/2020 19:34:32.379
0.091,12/05/2020 19:34:32.879
0.093,12/05/2020 19:34:33.379
0.094,12/05/2020 19:34:33.879
0.090,12/05/2020 19:34:34.379
0.094,12/05/2020 19:34:34.879
0.095,12/05/2020 19:34:35.379
0.091,12/05/2020 19:34:35.879
0.095,12/05/2020 19:34:36.379
0.085,12/05/2020 19:34:36.879
0.090,12/05/2020 19:34:37.379
0.091,12/05/2020 19:34:37.879
0.092,12/05/2020 19:34:38.379
0.088,12/05/2020 19:34:38.879
0.091,12/05/2020 19:34:39.379
0.093,12/05/2020 19:34:39.879
0.092,12/05/2020 19:34:40.379
0.090,12/05/2020 19:34:40.879
0.095,12/05/2020 19:34:41.379
0.090,12/05/2020 19:34:41.879
0.089,12/05/2020 19:34:42.379
0.094,12/05/2020 19:34:42.879
0.093,12/05/2020 19:34:43.379
0.093,12/05/2020 19:34:43.879
0.089,12/05/2020 19:34:44.379
0.098,12/05/2020 19:34:44.879
0.083,12/05/2020 19:34:45.379
0.087,12/05/2020 19:34:45.879
0.094,12/05/2020 19:34:46.379
0.087,12/05/2020 19:34:46.879
0.084,12/05/2020 19:34:47.379
0.091,12/05/2020 19:34:47.879
0.093,12/05/2020 19:34:48.379
0.094,12/05/2020 19:34:48.879
0.085,12/05/2020 19:34:49.379
0.087,12/05/2020 19:34:49.879
0.093,12/05/2020 19:34:50.379
0.094,12/05/2020 19:34:50.879
0.093,12/05/2020 19:34:51.379
0.098,12/05/2020 19:34:51.879
0.090,12/05/2020 19:34:52.379
0.093,12/05/2020 19:34:52.879
0.100,12/05/2020 19:34:53.379
0.086,12/05/2020 19:34:53.879
0.095,12/05/2020 19:34:54.379
0.097,12/05/2020 19:34:54.879
0.100,12/05/2020 19:34:55.379
0.096,12/05/2020 19:34:55.879
0.094,12/05/2020 19:34:56.379
0.093,12/05/2020 19:34:56.879
0.090,12/05/2020 19:34:57.379
0.082,12/05/2020 19:34:57.879
0.089,12/05/2020 19:34:58.379
0.096,12/05/2020 19:34:58.879
0.094,12/05/2020 19:34:59.379
0.091,12/05/2020 19:34:59.879
0.093,12/05/2020 19:35:00.379
0.093,12/05/2020 19:35:00.879
0.076,12/05/2020 19:35:01.379
0.091,12/05/2020 19:35:01.879
0.085,12/05/2020 19:35:02.379
0.083,12/05/2020 19:35:02.879
0.093,12/05/2020 19:35:03.379
0.091,12/05/2020 19:35:03.879
0.096,12/05/2020 19:35:04.379
0.088,12/05/2020 19:35:04.879
0.091,12/05/2020 19:35:05.379
0.093,12/05/2020 19:35:05.879
0.080,12/05/2020 19:35:06.379
0.090,12/05/2020 19:35:06.879
0.087,12/05/2020 19:35:07.379
0.090,12/05/2020 19:35:07.879
0.089,12/05/2020 19:35:08.379
0.086,12/05/2020 19:35:08.879
0.089,12/05/2020 19:35:09.379
0.098,12/05/2020 19:35:09.879
0.093,12/05/2020 19:35:10.379
0.092,12/05/2020 19:35:10.879
0.089,12/05/2020 19:35:11.379
0.088,12/05/2020 19:35:11.879
0.092,12/05/2020 19:35:12.379
0.086,12/05/2020 19:35:12.879
0.086,12/05/2020 19:35:13.379
0.090,12/05/2020 19:35:13.879
0.088,12/05/2020 19:35:14.379
0.086,12/05/2020 19:35:14.879
0.081,12/05/2020 19:35:15.379
0.100,12/05/2020 19:35:15.879
0.089,12/05/2020 19:35:16.379
0.088,12/05/2020 19:35:16.879
0.085,12/05/2020 19:35:17.379
0.085,12/05/2020 19:35:17.879
0.091,12/05/2020 19:35:18.379
0.089,12/05/2020 19:35:18.879
0.086,12/05/2020 19:35:19.379
0.091,12/05/2020 19:35:19.879
0.091,12/05/2020 19:35:20.379
0.093,12/05/2020 19:35:20.879
0.092,12/05/2020 19:35:21.379
0.088,12/05/2020 19:35:21.879
0.090,12/05/2020 19:35:22.379
0.087,12/05/2020 19:35:22.879
0.085,12/05/2020 19:35:23.379
0.084,12/05/2020 19:35:23.879
0.094,12/05/2020 19:35:24.379
0.089,12/05/2020 19:35:24.879
0.082,12/05/2020 19:35:25.379
0.094,12/05/2020 19:35:25.879
0.087,12/05/2020 19:35:26.379
0.084,12/05/2020 19:35:26.879
0.090,12/05/2020 19:35:27.379
0.084,12/05/2020 19:35:27.879
0.089,12/05/2020 19:35:28.379
0.090,12/05/2020 19:35:28.879
0.091,12/05/2020 19:35:29.379
0.082,12/05/2020 19:35:29.879
0.089,12/05/2020 19:35:30.379
0.092,12/05/2020 19:35:30.879
0.092,12/05/2020 19:35:31.379
0.088,12/05/2020 19:35:31.879
0.081,12/05/2020 19:35:32.379
0.098,12/05/2020 19:35:32.879
0.092,12/05/2020 19:35:33.379
0.091,12/05/2020 19:35:33.879
0.087,12/05/2020 19:35:34.379
0.092,12/05/2020 19:35:34.879
0.095,12/05/2020 19:35:35.379
0.094,12/05/2020 19:35:35.879
0.088,12/05/2020 19:35:36.379
0.089,12/05/2020 19:35:36.879
0.094,12/05/2020 19:35:37.379
0.082,12/05/2020 19:35:37.879
0.094,12/05/2020 19:35:38.379
0.091,12/05/2020 19:35:38.879
0.090,12/05/2020 19:35:39.379
0.086,12/05/2020 19:35:39.879
0.088,12/05/2020 19:35:40.379
0.082,12/05/2020 19:35:40.879
0.089,12/05/2020 19:35:41.379
0.101,12/05/2020 19:35:41.879
0.101,12/05/2020 19:35:42.379
0.093,12/05/2020 19:35:42.879
0.095,12/05/2020 19:35:43.379
0.092,12/05/2020 19:35:43.879
0.090,12/05/2020 19:35:44.379
0.086,12/05/2020 19:35:44.879
0.089,12/05/2020 19:35:45.379
0.094,12/05/2020 19:35:45.879
0.089,12/05/2020 19:35:46.379
0.093,12/05/2020 19:35:46.879
0.085,12/05/2020 19:35:47.379
0.087,12/05/2020 19:35:47.879
0.092,12/05/2020 19:35:48.379
0.092,12/05/2020 19:35:48.879
0.082,12/05/2020 19:35:49.379
0.090,12/05/2020 19:35:49.879
0.091,12/05/2020 19:35:50.379
0.086,12/05/2020 19:35:50.879
0.089,12/05/2020 19:35:51.379
0.085,12/05/2020 19:35:51.879
0.093,12/05/2020 19:35:52.379
0.093,12/05/2020 19:35:52.879
0.085,12/05/2020 19:35:53.379
0.087,12/05/2020 19:35:53.879
0.094,12/05/2020 19:35:54.379
0.089,12/05/2020 19:35:54.879
0.088,12/05/2020 19:35:55.379
0.091,12/05/2020 19:35:55.879
0.084,12/05/2020 19:35:56.379
0.088,12/05/2020 19:35:56.879
0.083,12/05/2020 19:35:57.379
0.079,12/05/2020 19:35:57.879
0.089,12/05/2020 19:35:58.379
0.089,12/05/2020 19:35:58.879
0.091,12/05/2020 19:35:59.379
0.091,12/05/2020 19:35:59.879
0.091,12/05/2020 19:36:00.379
0.087,12/05/2020 19:36:00.879
0.068,12/05/2020 19:36:01.379
0.082,12/05/2020 19:36:01.879
0.078,12/05/2020 19:36:02.379
0.093,12/05/2020 19:36:02.879
0.084,12/05/2020 19:36:03.379
0.090,12/05/2020 19:36:03.879
0.094,12/05/2020 19:36:04.379
0.087,12/05/2020 19:36:04.879
0.092,12/05/2020 19:36:05.379
0.086,12/05/2020 19:36:05.879
0.085,12/05/2020 19:36:06.379
0.087,12/05/2020 19:36:06.879
0.093,12/05/2020 19:36:07.379
0.090,12/05/2020 19:36:07.879
0.091,12/05/2020 19:36:08.379
0.087,12/05/2020 19:36:08.879
0.088,12/05/2020 19:36:09.379
0.085,12/05/2020 19:36:09.879
0.081,12/05/2020 19:36:10.379
0.087,12/05/2020 19:36:10.879
0.087,12/05/2020 19:36:11.379
0.085,12/05/2020 19:36:11.879
0.087,12/05/2020 19:36:12.379
0.090,12/05/2020 19:36:12.879
0.088,12/05/2020 19:36:13.379
0.090,12/05/2020 19:36:13.879
0.090,12/05/2020 19:36:14.379
0.082,12/05/2020 19:36:14.879
0.091,12/05/2020 19:36:15.379
0.086,12/05/2020 19:36:15.879
0.091,12/05/2020 19:36:16.379
0.084,12/05/2020 19:36:16.879
0.092,12/05/2020 19:36:17.379
0.091,12/05/2020 19:36:17.879
0.094,12/05/2020 19:36:18.379
0.090,12/05/2020 19:36:18.879
0.086,12/05/2020 19:36:19.379
0.094,12/05/2020 19:36:19.879
0.071,12/05/2020 19:36:20.379
0.082,12/05/2020 19:36:20.879
0.094,12/05/2020 19:36:21.379
0.088,12/05/2020 19:36:21.879
0.084,12/05/2020 19:36:22.379
0.087,12/05/2020 19:36:22.879
0.089,12/05/2020 19:36:23.379
0.081,12/05/2020 19:36:23.879
0.088,12/05/2020 19:36:24.379
0.089,12/05/2020 19:36:24.879
0.090,12/05/2020 19:36:25.379
0.085,12/05/2020 19:36:25.879
0.087,12/05/2020 19:36:26.379
0.090,12/05/2020 19:36:26.879
0.085,12/05/2020 19:36:27.379
0.081,12/05/2020 19:36:27.879
0.089,12/05/2020 19:36:28.379
0.090,12/05/2020 19:36:28.879
0.091,12/05/2020 19:36:29.379
0.092,12/05/2020 19:36:29.879
0.085,12/05/2020 19:36:30.379
0.088,12/05/2020 19:36:30.879
0.088,12/05/2020 19:36:31.379
0.072,12/05/2020 19:36:31.879
0.084,12/05/2020 19:36:32.379
0.086,12/05/2020 19:36:32.879
0.088,12/05/2020 19:36:33.379
0.083,12/05/2020 19:36:33.879
0.091,12/05/2020 19:36:34.379
0.081,12/05/2020 19:36:34.879
0.087,12/05/2020 19:36:35.379
0.092,12/05/2020 19:36:35.879
0.080,12/05/2020 19:36:36.379
0.085,12/05/2020 19:36:36.879
0.091,12/05/2020 19:36:37.379
0.072,12/05/2020 19:36:37.879
0.077,12/05/2020 19:36:38.379
0.093,12/05/2020 19:36:38.879
0.086,12/05/2020 19:36:39.379
0.074,12/05/2020 19:36:39.879
0.083,12/05/2020 19:36:40.379
0.072,12/05/2020 19:36:40.879
0.089,12/05/2020 19:36:41.379
0.092,12/05/2020 19:36:41.879
0.094,12/05/2020 19:36:42.379
0.086,12/05/2020 19:36:42.879
0.092,12/05/2020 19:36:43.379
0.091,12/05/2020 19:36:43.879
0.094,12/05/2020 19:36:44.379
0.085,12/05/2020 19:36:44.879
0.092,12/05/2020 19:36:45.379
0.087,12/05/2020 19:36:45.879
0.098,12/05/2020 19:36:46.379
0.097,12/05/2020 19:36:46.879
0.094,12/05/2020 19:36:47.379
0.095,12/05/2020 19:36:47.879
0.090,12/05/2020 19:36:48.379
0.083,12/05/2020 19:36:48.879
0.085,12/05/2020 19:36:49.379
0.074,12/05/2020 19:36:49.879
0.091,12/05/2020 19:36:50.379
0.090,12/05/2020 19:36:50.879
0.088,12/05/2020 19:36:51.379
0.091,12/05/2020 19:36:51.879
0.089,12/05/2020 19:36:52.379
0.098,12/05/2020 19:36:52.879
0.086,12/05/2020 19:36:53.379
0.091,12/05/2020 19:36:53.879
0.091,12/05/2020 19:36:54.379
